id,uuid,tagId,allNamesByLocale,parentTagIds,createdAt,deletedAt,updatedAt,tagName
1,5a03b993-3e55-408c-9be6-8a04b9fcca37,21545,"{""da"": ""Undervisning i motorsport"", ""de"": ""Motorsportkurse"", ""en"": ""Motor Sports Classes"", ""es"": ""Clases de deportes de motor"", ""fr"": ""Stages de sports motorisés"", ""it"": ""Lezioni di sport a motore"", ""ja"": ""モータースポーツ教室"", ""ko"": ""모터스포츠 강좌"", ""nl"": ""Motorsportlessen"", ""no"": ""Motorsportskurs"", ""pt"": ""Aulas de esportes motorizados"", ""sv"": ""Motorsportkurser"", ""zh"": ""汽车运动课程"", ""en_AU"": ""Motor Sports Classes"", ""en_UK"": ""Motor Sports Classes"", ""zh_CN"": ""汽车运动课程"", ""zh_HK"": ""賽車課程"", ""zh_TW"": ""賽車課程""}","{21478,21909,21915}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Motor Sports Classes
2,16e0bec1-2cac-4103-9e2b-5a8d179622f2,20214,"{""da"": ""Flamenco-optræden"", ""de"": ""Flamencovorführung"", ""en"": ""Flamenco Performance"", ""es"": ""Actuación de flamenco"", ""fr"": ""Spectacle de flamenco"", ""it"": ""Esibizione di flamenco"", ""ja"": ""フラメンコショー"", ""ko"": ""플라멩고 공연"", ""nl"": ""Flamenco-optreden"", ""no"": ""Flamenco-opptreden"", ""pt"": ""Apresentação de flamenco"", ""sv"": ""Flamencouppträdande"", ""zh"": ""弗拉门戈舞表演"", ""en_AU"": ""Flamenco Performance"", ""en_UK"": ""Flamenco Performance"", ""zh_CN"": ""弗拉门戈舞表演"", ""zh_HK"": ""佛朗明哥舞表演"", ""zh_TW"": ""佛朗明哥舞蹈表演""}","{21516,21910,21912}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Flamenco Performance
3,f4af765b-5fe7-498c-9435-843614dd3f2e,21544,"{""da"": ""Undervisning i lacrosse"", ""de"": ""Lacrossekurse"", ""en"": ""Lacrosse Classes"", ""es"": ""Clases de lacrosse"", ""fr"": ""Stages de lacrosse"", ""it"": ""Lezioni di lacrosse"", ""ja"": ""ラクロス教室"", ""ko"": ""라크로스 강좌"", ""nl"": ""Lacrosselessen"", ""no"": ""Lacrossekurs"", ""pt"": ""Aulas de lacrosse"", ""sv"": ""Lacrossekurser"", ""zh"": ""长曲棍球课程"", ""en_AU"": ""Lacrosse Classes"", ""en_UK"": ""Lacrosse Classes"", ""zh_CN"": ""长曲棍球课程"", ""zh_HK"": ""棍網球課程"", ""zh_TW"": ""袋棍球課程""}","{21478,21909,21915}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Lacrosse Classes
4,c316feab-c165-4ad1-bdd5-0b4a75e19091,20213,"{""da"": ""Fars dag "", ""de"": ""Vatertag "", ""en"": ""Father's Day "", ""es"": ""Día del padre "", ""fr"": ""Fête des Pères "", ""it"": ""Festa del papà "", ""ja"": ""父の日 "", ""ko"": ""아버지 날 "", ""nl"": ""Vaderdag "", ""no"": ""Farsdag "", ""pt"": ""Dia dos Pais "", ""sv"": ""Fars dag "", ""zh"": ""父亲节 "", ""en_AU"": ""Father's Day "", ""en_UK"": ""Father's Day "", ""zh_CN"": ""父亲节 "", ""zh_HK"": ""父親節 "", ""zh_TW"": ""父親節 ""}","{21584,21916}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Father's Day 
5,d41416a2-1895-4ca3-b845-dec9f56b49a1,9188,"{""da"": ""Fitnesscenter"", ""de"": ""Fitnessstudio"", ""en"": ""Fitness center"", ""es"": ""Gimnasio"", ""fr"": ""Centre de remise en forme"", ""it"": ""Centro fitness"", ""ja"": ""フィットネスセンター"", ""ko"": ""피트니스 센터"", ""nl"": ""Fitnesscentrum"", ""no"": ""Treningssenter"", ""pt"": ""Academia"", ""sv"": ""Träningsanläggning"", ""zh"": ""健身中心"", ""en_AU"": ""Fitness centre"", ""en_UK"": ""Fitness center"", ""zh_CN"": ""健身中心"", ""zh_HK"": ""健身中心"", ""zh_TW"": ""健身中心""}",,2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Fitness center
6,89fd1ccb-2cce-47c7-b97f-e9c729d0345d,21543,"{""da"": ""Undervisning i skøjteløb"", ""de"": ""Eislaufkurse"", ""en"": ""Ice Skating Classes"", ""es"": ""Clases de patinaje sobre hielo"", ""fr"": ""Stages de patinage sur glace"", ""it"": ""Lezioni di pattinaggio su ghiaccio"", ""ja"": ""アイススケート教室"", ""ko"": ""빙상 스케이트 강좌"", ""nl"": ""Schaatslessen"", ""no"": ""Skøytekurs"", ""pt"": ""Aulas de patinação no gelo"", ""sv"": ""Skridskoåkningskurser"", ""zh"": ""溜冰课程"", ""en_AU"": ""Ice Skating Classes"", ""en_UK"": ""Ice Skating Classes"", ""zh_CN"": ""溜冰课程"", ""zh_HK"": ""溜冰課程"", ""zh_TW"": ""溜冰課程""}","{21478,21909,21915}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Ice Skating Classes
7,b12d7943-bb47-496a-b1e1-79c71f9c1bfb,20212,"{""da"": ""Udbryderrum"", ""de"": ""Escape Rooms"", ""en"": ""Escape Rooms"", ""es"": ""Juegos de escape"", ""fr"": ""Escape Rooms"", ""it"": ""Escape room"", ""ja"": ""脱出ゲーム"", ""ko"": ""방 탈출 카페"", ""nl"": ""Escaperooms"", ""no"": ""Escape Rooms"", ""pt"": ""Salas de fuga"", ""sv"": ""Rymningsrum"", ""zh"": ""密室逃脱游戏室"", ""en_AU"": ""Escape Rooms"", ""en_UK"": ""Escape Rooms"", ""zh_CN"": ""密室逃脱游戏室"", ""zh_HK"": ""密室逃脱游戏室"", ""zh_TW"": ""密室逃脫""}","{20217,21909}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Escape Rooms
8,2cc99494-a372-4aca-9ffe-04d6346ef7b1,21542,"{""da"": ""Undervisning i hestevæddeløb"", ""de"": ""Pferderennkurse"", ""en"": ""Horse Racing Classes"", ""es"": ""Clases de carreras de caballos"", ""fr"": ""Stages de sport hippique"", ""it"": ""Lezioni di ippica"", ""ja"": ""競馬教室"", ""ko"": ""승마 강좌"", ""nl"": ""Paardenracelessen"", ""no"": ""Hesteløpskurs"", ""pt"": ""Aulas de turfe"", ""sv"": ""Hästkapplöpningskurser"", ""zh"": ""赛马课程"", ""en_AU"": ""Horse Racing Classes"", ""en_UK"": ""Horse Racing Classes"", ""zh_CN"": ""赛马课程"", ""zh_HK"": ""賽馬課程"", ""zh_TW"": ""賽馬課程""}","{21478,21909,21915}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Horse Racing Classes
9,3c770295-88d3-453d-87b6-46875a910d90,20211,"{""da"": ""Destilleriture "", ""de"": ""Brennereitouren "", ""en"": ""Distillery Tours "", ""es"": ""Visitas a destilerías "", ""fr"": ""Visites de distilleries "", ""it"": ""Tour di distillerie "", ""ja"": ""蒸留所ツアー "", ""ko"": ""증류소 투어 "", ""nl"": ""Distilleerderijtours "", ""no"": ""Brenneriturer "", ""pt"": ""Excursões em destilarias "", ""sv"": ""Destillerirundturer "", ""zh"": ""酿酒厂游览 "", ""en_AU"": ""Distillery Tours "", ""en_UK"": ""Distillery Tours "", ""zh_CN"": ""酿酒厂游览 "", ""zh_HK"": ""酒廠遊覽團 "", ""zh_TW"": ""酒廠遊覽 ""}","{21575,21911}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Distillery Tours 
10,a3cf231d-346e-4c0b-b38a-6a55b7e4fd60,21541,"{""da"": ""Undervisning i hockey"", ""de"": ""Hockeykurse"", ""en"": ""Hockey Classes"", ""es"": ""Clases de hockey"", ""fr"": ""Stages de hockey"", ""it"": ""Lezioni di hockey"", ""ja"": ""ホッケー教室"", ""ko"": ""하키 강좌"", ""nl"": ""Hockeylessen"", ""no"": ""Hockeykurs"", ""pt"": ""Aulas de hóquei"", ""sv"": ""Hockeykurser"", ""zh"": ""曲棍球课程"", ""en_AU"": ""Hockey Classes"", ""en_UK"": ""Hockey Classes"", ""zh_CN"": ""曲棍球课程"", ""zh_HK"": ""曲棍球課程"", ""zh_TW"": ""曲棍球課程""}","{21478,21909,21915}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Hockey Classes
11,2e3aeb01-82dd-4053-b570-b29c91729dc1,20210,"{""da"": ""Dhow-sejlture "", ""de"": ""Fahrten mit einem Dau-Boot "", ""en"": ""Dhow Cruises "", ""es"": ""Paseos en dhow "", ""fr"": ""Croisières en boutre "", ""it"": ""Crociere in dhow "", ""ja"": ""ダウクルーズ "", ""ko"": ""다우 크루즈 "", ""nl"": ""Dhowcruises "", ""no"": ""Dhow-cruise "", ""pt"": ""Cruzeiros de dhow "", ""sv"": ""Dhow-kryssningar "", ""zh"": ""单桅帆船之旅 "", ""en_AU"": ""Dhow Cruises "", ""en_UK"": ""Dhow Cruises "", ""zh_CN"": ""单桅帆船之旅 "", ""zh_HK"": ""獨桅帆船巡航 "", ""zh_TW"": ""單桅帆船遊輪 ""}","{21442,21909,21701,21913}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Dhow Cruises 
12,f83b1792-00ed-4f15-8230-02615395a251,21540,"{""da"": ""Undervisning i gymnastik"", ""de"": ""Gymnastikkurse"", ""en"": ""Gymnastics Classes"", ""es"": ""Clases de gimnasia"", ""fr"": ""Stages de gymnastique"", ""it"": ""Lezioni di ginnastica"", ""ja"": ""体操教室"", ""ko"": ""체조 강좌"", ""nl"": ""Turnlessen"", ""no"": ""Gymnastikk-kurs"", ""pt"": ""Aulas de ginástica"", ""sv"": ""Gymnastikkurser"", ""zh"": ""体操课程"", ""en_AU"": ""Gymnastics Classes"", ""en_UK"": ""Gymnastics Classes"", ""zh_CN"": ""体操课程"", ""zh_HK"": ""體操課程"", ""zh_TW"": ""體操課程""}","{21478,21909,21915}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Gymnastics Classes
13,cf16eb04-2af5-4b4a-b120-104ab26e6971,9182,"{""da"": ""Boblebad"", ""de"": ""Whirlpool"", ""en"": ""Hot Tub"", ""es"": ""Bañera de hidromasaje"", ""fr"": ""Bain bouillonnant"", ""it"": ""Idromassaggio"", ""ja"": ""ホットタブ"", ""ko"": ""온수 욕조"", ""nl"": ""Bubbelbad"", ""no"": ""Boblebad"", ""pt"": ""Banheira de hidromassagem"", ""sv"": ""Badtunna"", ""zh"": ""热水浴缸"", ""en_AU"": ""Hot Tub"", ""en_UK"": ""Hot Tub"", ""zh_CN"": ""热水浴缸"", ""zh_HK"": ""熱水浴缸"", ""zh_TW"": ""熱水浴缸""}",,2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Hot Tub
14,dd30c0b3-0c35-4deb-98d0-40b2e677749d,9183,"{""da"": ""Golfbane"", ""de"": ""Golfplatz"", ""en"": ""Golf course"", ""es"": ""Campo de golf"", ""fr"": ""Terrain de golf"", ""it"": ""Campo da golf"", ""ja"": ""ゴルフコース"", ""ko"": ""골프 코스"", ""nl"": ""Golfbaan"", ""no"": ""Golfbane"", ""pt"": ""Campo de golfe"", ""sv"": ""Golfbana"", ""zh"": ""高尔夫球场"", ""en_AU"": ""Golf Course"", ""en_UK"": ""Golf course"", ""zh_CN"": ""高尔夫球场"", ""zh_HK"": ""哥爾夫球場"", ""zh_TW"": ""高爾夫球場""}",,2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Golf course
15,b8a1e305-5192-4d12-9065-47887b80ccd8,9180,"{""da"": ""Renseri"", ""de"": ""Chemische Reinigung"", ""en"": ""Dry Cleaning"", ""es"": ""Limpieza en seco"", ""fr"": ""Nettoyage à sec"", ""it"": ""Lavaggio a secco"", ""ja"": ""ドライクリーニング"", ""ko"": ""드라이클리닝"", ""nl"": ""Stomerij"", ""no"": ""Renseritjenester"", ""pt"": ""Lavagem a seco"", ""sv"": ""Kemtvätt"", ""zh"": ""干洗服务"", ""en_AU"": ""Dry Cleaning"", ""en_UK"": ""Dry Cleaning"", ""zh_CN"": ""干洗服务"", ""zh_HK"": ""乾洗服務"", ""zh_TW"": ""乾洗服務""}",,2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Dry Cleaning
16,55fe5cd4-37ce-4f11-a1dd-f40f3610c5d6,9181,"{""da"": ""Mødelokaler"", ""de"": ""Tagungsräume"", ""en"": ""Meeting rooms"", ""es"": ""Salas de reuniones"", ""fr"": ""Salles de réunion"", ""it"": ""Sale riunioni"", ""ja"": ""会議室"", ""ko"": ""회의실"", ""nl"": ""Vergaderruimtes"", ""no"": ""Møterom"", ""pt"": ""Salas de reunião"", ""sv"": ""Mötesrum"", ""zh"": ""会议室"", ""en_AU"": ""Meeting rooms"", ""en_UK"": ""Meeting rooms"", ""zh_CN"": ""会议室"", ""zh_HK"": ""會議室"", ""zh_TW"": ""會議室""}",,2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Meeting rooms
17,08c808d8-2234-4435-ad7c-28b63b9fe9e1,20219,"{""da"": ""Jazzforestillinger"", ""de"": ""Jazzshows"", ""en"": ""Jazz Shows"", ""es"": ""Espectáculos de jazz"", ""fr"": ""Concerts de jazz"", ""it"": ""Spettacoli jazz"", ""ja"": ""ジャズのショー"", ""ko"": ""재즈 공연"", ""nl"": ""Jazzconcerten"", ""no"": ""Jazz-forestillinger"", ""pt"": ""Shows de jazz"", ""sv"": ""Jazzkonserter"", ""zh"": ""爵士乐表演"", ""en_AU"": ""Jazz Shows"", ""en_UK"": ""Jazz Shows"", ""zh_CN"": ""爵士乐表演"", ""zh_HK"": ""爵士乐表演"", ""zh_TW"": ""爵士樂表演""}","{21516,21910,21912}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Jazz Shows
18,953f5426-1593-4a76-844f-3191f01b1531,21549,"{""da"": ""Undervisning i skydning"", ""de"": ""Schießkurse"", ""en"": ""Shooting Classes"", ""es"": ""Clases de tiro"", ""fr"": ""Stages de tir"", ""it"": ""Lezioni di tiro"", ""ja"": ""射撃教室"", ""ko"": ""사격 강좌"", ""nl"": ""Schietlessen"", ""no"": ""Skytekurs"", ""pt"": ""Aulas de tiro"", ""sv"": ""Kurser i skytte"", ""zh"": ""射击课程"", ""en_AU"": ""Shooting Classes"", ""en_UK"": ""Shooting Classes"", ""zh_CN"": ""射击课程"", ""zh_HK"": ""射擊課程"", ""zh_TW"": ""射擊課程""}","{21478,21909,21915}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Shooting Classes
19,cc9783f0-0a5e-48f8-9ebc-d4fa6653f36e,20218,"{""da"": ""Undervisning i glaspustning "", ""de"": ""Glasbläserkurse "", ""en"": ""Glassblowing Classes "", ""es"": ""Clases de vidrio soplado "", ""fr"": ""Cours de soufflage du verre "", ""it"": ""Corsi di soffiatura del vetro "", ""ja"": ""吹きガラス教室 "", ""ko"": ""유리 세공 강좌 "", ""nl"": ""Glasblaaslessen "", ""no"": ""Glassblåsningskurs "", ""pt"": ""Aulas de vidro soprado "", ""sv"": ""Kurser i glasblåsning "", ""zh"": ""玻璃吹制课 "", ""en_AU"": ""Glassblowing Classes "", ""en_UK"": ""Glassblowing Classes "", ""zh_CN"": ""玻璃吹制课 "", ""zh_HK"": ""玻璃吹製課程 "", ""zh_TW"": ""吹玻璃課程 ""}","{21479,21910,21915}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Glassblowing Classes 
20,6b7866d5-19a4-4364-9a49-919d3fc4a68f,9187,"{""da"": ""Virksomhedscenter"", ""de"": ""Business Center"", ""en"": ""Business center"", ""es"": ""Centro de negocios"", ""fr"": ""Centre d'affaires"", ""it"": ""Centro congressi"", ""ja"": ""ビジネスセンター"", ""ko"": ""비즈니스 센터"", ""nl"": ""Businesscentrum"", ""no"": ""Forretningssenter"", ""pt"": ""Business center"", ""sv"": ""Företagscenter"", ""zh"": ""商务中心"", ""en_AU"": ""Business centre"", ""en_UK"": ""Business center"", ""zh_CN"": ""商务中心"", ""zh_HK"": ""商務中心"", ""zh_TW"": ""商務中心""}",,2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Business center
21,b142a87c-34d8-4f40-a3d5-a00cae2ba3a7,21548,"{""da"": ""Undervisning i rugby"", ""de"": ""Rugbykurse"", ""en"": ""Rugby Classes"", ""es"": ""Clases de rugby"", ""fr"": ""Stages de rugby"", ""it"": ""Lezioni di rugby"", ""ja"": ""ラグビー教室"", ""ko"": ""럭비 강좌"", ""nl"": ""Rugbylessen"", ""no"": ""Rugbykurs"", ""pt"": ""Aulas de rúgbi"", ""sv"": ""Rugbykurser"", ""zh"": ""英式橄榄球课程"", ""en_AU"": ""Rugby Classes"", ""en_UK"": ""Rugby Classes"", ""zh_CN"": ""英式橄榄球课程"", ""zh_HK"": ""欖球課程"", ""zh_TW"": ""英式橄欖球課程""}","{21478,21909,21915}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Rugby Classes
22,fc4b3280-b555-498b-b090-bd4bed35aae3,20217,"{""da"": ""Sjov og leg"", ""de"": ""Spiel und Spaß"", ""en"": ""Fun & Games"", ""es"": ""Diversión y juegos"", ""fr"": ""Jeux et divertissements"", ""it"": ""Giochi e divertimento"", ""ja"": ""娯楽・ゲーム"", ""ko"": ""즐길 거리 및 게임"", ""nl"": ""Recreatie en spellen"", ""no"": ""Fornøyelse og lek"", ""pt"": ""Diversão e jogos"", ""sv"": ""Spel och nöjen"", ""zh"": ""娱乐与游戏"", ""en_AU"": ""Fun & Games"", ""en_UK"": ""Fun & Games"", ""zh_CN"": ""娱乐与游戏"", ""zh_HK"": ""休閒與娛樂"", ""zh_TW"": ""休閒和娛樂""}",{21909},2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Fun & Games
23,df877e5a-0b68-4c8a-b538-05315b20df36,9184,"{""da"": ""Værelser, hvor rygning ikke er tilladt"", ""de"": ""Nichtraucherzimmer"", ""en"": ""Non-smoking rooms"", ""es"": ""Habitaciones de no fumadores"", ""fr"": ""Chambres non-fumeurs"", ""it"": ""Camere non fumatori"", ""ja"": ""禁煙ルーム"", ""ko"": ""금연실"", ""nl"": ""Rookvrije kamers"", ""no"": ""Røykfrie rom"", ""pt"": ""Quartos para não fumantes"", ""sv"": ""Rökfria rum"", ""zh"": ""无烟房"", ""en_AU"": ""Non-smoking rooms"", ""en_UK"": ""Non-smoking rooms"", ""zh_CN"": ""无烟房"", ""zh_HK"": ""無煙客房"", ""zh_TW"": ""禁菸客房""}",,2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Non-smoking rooms
24,1fd370c5-83cb-4770-a0a0-a4c5159d2950,21547,"{""da"": ""Undervisning i inlinerulleskøjteløb"", ""de"": ""Inlineskatekurse"", ""en"": ""Rollerblading Classes"", ""es"": ""Clases de patinaje en línea"", ""fr"": ""Stages de roller"", ""it"": ""Lezioni di rollerblade"", ""ja"": ""ローラーブレード教室"", ""ko"": ""롤러블레이드 강좌"", ""nl"": ""Skeelerlessen"", ""no"": ""Rulleskøytekurs"", ""pt"": ""Aulas de patinação"", ""sv"": ""Rollerbladeskurser"", ""zh"": ""旱冰课程"", ""en_AU"": ""Rollerblading Classes"", ""en_UK"": ""Rollerblading Classes"", ""zh_CN"": ""旱冰课程"", ""zh_HK"": ""滾軸溜冰課程"", ""zh_TW"": ""直排輪課程""}","{21478,21909,21915}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Rollerblading Classes
25,d038cec5-0ee7-47b0-8b40-20f96a591546,20216,"{""da"": ""Flyboarding "", ""de"": ""Flyboarding "", ""en"": ""Flyboarding "", ""es"": ""Flyboard "", ""fr"": ""Flyboard "", ""it"": ""Flyboard "", ""ja"": ""フライボード "", ""ko"": ""플라이보딩 "", ""nl"": ""Flyboarden "", ""no"": ""Flyboarding "", ""pt"": ""Flyboard "", ""sv"": ""Flyboarding "", ""zh"": ""水上飞行器运动 "", ""en_AU"": ""Flyboarding "", ""en_UK"": ""Flyboarding "", ""zh_CN"": ""水上飞行器运动 "", ""zh_HK"": ""水上飛板 "", ""zh_TW"": ""噴射滑板 ""}","{21442,21909}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Flyboarding 
26,927adbec-ba21-4b1b-bb97-ae229d8347dc,9185,"{""da"": ""Tennisbane"", ""de"": ""Tennisplatz"", ""en"": ""Tennis Court"", ""es"": ""Pista de tenis"", ""fr"": ""Court de tennis"", ""it"": ""Campo da tennis"", ""ja"": ""テニスコート"", ""ko"": ""테니스 코트"", ""nl"": ""Tennisveld"", ""no"": ""Tennisbane"", ""pt"": ""Quadra de tênis"", ""sv"": ""Tennisbana"", ""zh"": ""网球场"", ""en_AU"": ""Tennis Court"", ""en_UK"": ""Tennis Court"", ""zh_CN"": ""网球场"", ""zh_HK"": ""網球場"", ""zh_TW"": ""網球場""}",,2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Tennis Court
237,8093fc70-76c0-4d9e-8e0d-e436f6d38db8,19074,"{""da"": ""Singalesisk"", ""de"": ""Singhalesisch"", ""en"": ""Sinhala"", ""es"": ""Cingalés"", ""fr"": ""Cinghalais"", ""it"": ""Singalese"", ""ja"": ""シンハラ語"", ""ko"": ""싱할라어"", ""nl"": ""Singalees"", ""no"": ""Singalesisk"", ""pt"": ""Cingalês"", ""sv"": ""Singalesiska"", ""zh"": ""僧伽罗语"", ""en_AU"": ""Sinhala"", ""en_UK"": ""Sinhala"", ""zh_CN"": ""僧伽罗语"", ""zh_HK"": ""僧伽羅文"", ""zh_TW"": ""僧伽羅語""}",,2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Sinhala
27,39e89155-6eb3-4c18-8823-9d37a8cc1447,21546,"{""da"": ""Undervisning i bjergbestigning"", ""de"": ""Felskletterkurse"", ""en"": ""Rock Climbing Classes"", ""es"": ""Clases de escalada en roca"", ""fr"": ""Stages d'escalade"", ""it"": ""Lezioni di alpinismo"", ""ja"": ""ロッククライミング教室"", ""ko"": ""암벽 등반 강좌"", ""nl"": ""Rotsklimlessen"", ""no"": ""Fjellklatringskurs"", ""pt"": ""Aulas de escalada em rocha"", ""sv"": ""Klippklättringskurser"", ""zh"": ""攀岩课程"", ""en_AU"": ""Rock Climbing Classes"", ""en_UK"": ""Rock Climbing Classes"", ""zh_CN"": ""攀岩课程"", ""zh_HK"": ""攀岩課程"", ""zh_TW"": ""攀岩課程""}","{21478,21909,21915}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Rock Climbing Classes
28,ab6f2c42-6ad1-4c4f-bf70-d486ef168356,20215,"{""da"": ""Tømmerflådeture "", ""de"": ""Floßfahrten "", ""en"": ""Float Trips "", ""es"": ""Recorridos en balsas de rafting "", ""fr"": ""Descentes de rivières "", ""it"": ""Escursioni fluviali "", ""ja"": ""川下りツアー "", ""ko"": ""플로트 여행 "", ""nl"": ""Vlottochten "", ""no"": ""Flåteturer "", ""pt"": ""Passeios de bote inflável "", ""sv"": ""Flytturer "", ""zh"": ""漂流游览 "", ""en_AU"": ""Float Trips "", ""en_UK"": ""Float Trips "", ""zh_CN"": ""漂流游览 "", ""zh_HK"": ""漂流之旅 "", ""zh_TW"": ""划船之旅 ""}","{21442,21909}",2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Float Trips 
29,7f0ee3c4-76f6-4981-b6cf-5a7dba98232c,11980,"{""da"": ""Flerdagesture til Den Italienske Riviera fra Milano"", ""de"": ""Mehrtägige Touren von Mailand an die italienische Riviera"", ""en"": ""Italian Riviera Multi Day Trips from Milan"", ""es"": ""Excursiones de varios días a la Riviera italiana desde Milán"", ""fr"": ""Excursions de plusieurs jours sur la riviera italienne depuis Milan"", ""it"": ""Escursioni di più giorni sulla riviera ligure da Milano"", ""ja"": ""ミラノ発イタリアン リヴィエラの複数日にまたがるツアー"", ""ko"": ""밀라노의 이탈리안 리비에라 2일 이상 투어"", ""nl"": ""Meerdaagse tochten naar de Italiaanse Rivièra vanaf Milaan"", ""no"": ""Turer over flere dager fra Milan til den italienske riviera"", ""pt"": ""Viagens de um dia para a Riviera Italiana saindo de Milão"", ""sv"": ""Turer på flera dagar till italienska rivieran från Milano"", ""zh"": ""米兰至意大利里维埃拉多日游"", ""en_AU"": ""Italian Riviera Multi Day Trips from Milan"", ""en_UK"": ""Italian Riviera Multi Day Trips from Milan"", ""zh_CN"": ""米兰至意大利里维埃拉多日游"", ""zh_HK"": ""米蘭出發意大利里維埃拉多日遊"", ""zh_TW"": ""米蘭出發的義大利里維耶拉一日遊""}",,2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Italian Riviera Multi Day Trips from Milan
30,8fa2b946-e535-480a-ba6e-da33902503b1,11982,"{""da"": ""Dagsture til Cinque Terre fra Milano"", ""de"": ""Tagesausflüge von Mailand nach Cinque Terre"", ""en"": ""Cinque Terre Day Trips from Milan"", ""es"": ""Excursiones de un día a Cinque Terre desde Milán"", ""fr"": ""Excursions d'une journée à Cinque Terre depuis Milan"", ""it"": ""Escursioni di un giorno alle Cinque terre da Milano"", ""ja"": ""ミラノ発チンクエ テッレ日帰りツアー"", ""ko"": ""밀라노의 친퀘테레 당일치기 여행"", ""nl"": ""Excursies naar Cinque Terre vanaf Milaan"", ""no"": ""Dagsturer til Cinque Terre fra Milano"", ""pt"": ""Viagens de um dia para Cinque Terre saindo de Milão"", ""sv"": ""Dagsturer till Cinque Terre från Milano"", ""zh"": ""米兰至五渔村一日游"", ""en_AU"": ""Cinque Terre Day Trips from Milan"", ""en_UK"": ""Cinque Terre Day Trips from Milan"", ""zh_CN"": ""米兰至五渔村一日游"", ""zh_HK"": ""米蘭出發五漁村一日遊"", ""zh_TW"": ""米蘭出發的五鄉地一日遊""}",,2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Cinque Terre Day Trips from Milan
31,a682f995-6a9c-4527-8e14-6693617b8919,11981,"{""da"": ""Dagsture til Genova fra Milano"", ""de"": ""Tagesausflüge von Mailand nach Genua"", ""en"": ""Genoa Day Trips from Milan"", ""es"": ""Excursiones de un día a Génova desde Milán"", ""fr"": ""Excursions d'une journée à Gênes depuis Milan"", ""it"": ""Escursioni di un giorno a Genova da Milano"", ""ja"": ""ミラノ発ジェノア日帰りツアー"", ""ko"": ""밀라노의 제노바 당일치기 여행"", ""nl"": ""Excursies naar Genua vanaf Milaan"", ""no"": ""Dagstur til Genova fra Milano"", ""pt"": ""Viagens de um dia para Gênova saindo de Milão"", ""sv"": ""Dagsturer till Genua från Milano"", ""zh"": ""米兰至热那亚一日游"", ""en_AU"": ""Genoa Day Trips from Milan"", ""en_UK"": ""Genoa Day Trips from Milan"", ""zh_CN"": ""米兰至热那亚一日游"", ""zh_HK"": ""米蘭出發熱那亞一日遊"", ""zh_TW"": ""米蘭出發的熱那亞一日遊""}",,2024-04-10 00:50:21.723000 +00:00,,2024-04-10 00:50:21.723000 +00:00,Genoa Day Trips from Milan
